1548099531.209:434426125,25316,"/bin/systemd-tty-ask-password-agent",close,"/proc/filesystems"
1548099531.209:434426129,25316,"/bin/systemd-tty-ask-password-agent",close,"/proc/self/stat"
1548099531.209:434426133,25316,"/bin/systemd-tty-ask-password-agent",close,"/proc/self/stat"
1548099531.209:434426137,25316,"/bin/systemd-tty-ask-password-agent",close,"/run/systemd/ask-password"
1548100262.346:434580574,25424,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100262.346:434580581,25428,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100262.346:434580584,25426,"/sbin/audispd",close,"/proc/sys/vm/overcommit_memory"
1548100262.346:434580595,25420,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580609,25427,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580610,25429,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580611,25420,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580626,25430,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580627,25427,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580628,25429,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580636,25420,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100262.350:434580637,25430,"/lib/systemd/systemd-udevd",close,"/sys/devices/virtual/dmi/id/sys_vendor"
1548100262.350:434580645,25429,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100262.350:434580646,25430,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100262.350:434580648,25422,"/lib/systemd/systemd-cgroups-agent",close,stdout
1548100262.350:434580654,25427,"/lib/systemd/systemd-udevd",close,"/proc/cmdline"
1548100265.998:434580824,2627,"/usr/sbin/irqbalance",close,"/proc/interrupts"
1548100265.998:434580828,2627,"/usr/sbin/irqbalance",close,"/proc/stat"
1548100267.370:434580865,3140,"/usr/bin/perl",close,stdout
1548100267.370:434580866,3140,"/usr/bin/perl",close,stdin
1548100267.370:434580868,3140,"/usr/bin/perl",write,stdin
1548100267.370:434580873,3140,"/usr/bin/perl",close,stdout
1548100267.370:434580874,3140,"/usr/bin/perl",close,stdout
1548100267.370:434580877,3140,"/usr/bin/perl",close,stdout
1548100267.370:434580881,3140,"/usr/bin/perl",close,stdout
1548100267.370:434580882,3140,"/usr/bin/perl",close,stdout
1548100267.374:434580883,3140,"/usr/bin/perl",close,stdout
1548100274.134:434581077,25379,"/bin/bash",write,stderr
1548100274.134:434581080,25379,"/bin/bash",write,stderr
1548100274.134:434581083,25379,"/bin/bash",write,stderr
1548100274.134:434581087,25379,"/bin/bash",write,stderr
1548100274.134:434581092,25379,"/bin/bash",write,stderr
1548100274.134:434581095,25379,"/bin/bash",write,stderr
1548100274.134:434581099,25379,"/bin/bash",write,stderr
1548100274.134:434581104,25379,"/bin/bash",write,stderr
1548100274.134:434581108,25379,"/bin/bash",write,stderr
1548100274.134:434581113,25379,"/bin/bash",write,stderr
1548100274.134:434581117,25379,"/bin/bash",write,stderr
1548100274.134:434581121,25379,"/bin/bash",write,stderr
1548100274.134:434581125,25379,"/bin/bash",write,stderr
1548100274.134:434581129,25379,"/bin/bash",write,stderr
1548100274.134:434581133,25379,"/bin/bash",write,stderr
1548100274.134:434581137,25379,"/bin/bash",write,stderr
1548100274.134:434581141,25379,"/bin/bash",write,stderr
1548100274.134:434581145,25379,"/bin/bash",write,stderr
1548100274.134:434581149,25379,"/bin/bash",write,stderr
1548100274.134:434581153,25379,"/bin/bash",write,stderr
1548100274.134:434581157,25379,"/bin/bash",write,stderr
1548100274.134:434581161,25379,"/bin/bash",write,stderr
1548100274.134:434581165,25379,"/bin/bash",write,stderr
1548100274.134:434581169,25379,"/bin/bash",write,stderr
1548100274.134:434581173,25379,"/bin/bash",write,stderr
1548100274.134:434581177,25379,"/bin/bash",write,stderr
1548100275.558:434581212,25379,"/bin/bash",write,stderr
1548100275.558:434581226,25434,"/usr/bin/sudo",close,"/etc/ld.so.cache"
1548100275.558:434581229,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libaudit.so.1"
1548100275.558:434581233,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libselinux.so.1"
1548100275.558:434581237,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libutil.so.1"
1548100275.562:434581240,25434,"/usr/bin/sudo",close,"/usr/lib/sudo/libsudo_util.so.0"
1548100275.562:434581244,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libc.so.6"
1548100275.562:434581248,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libpcre.so.3"
1548100275.562:434581252,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libdl.so.2"
1548100275.562:434581256,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libpthread.so.0"
1548100275.562:434581260,25434,"/usr/bin/sudo",close,"/proc/filesystems"
1548100275.562:434581262,25434,"/usr/bin/sudo",close,"/usr/lib/locale/locale-archive"
1548100275.562:434581266,25434,"/usr/bin/sudo",close,"/etc/localtime"
1548100275.562:434581268,25434,"/usr/bin/sudo",close,"/dev/tty"
1548100275.562:434581269,25434,"/usr/bin/sudo",close,"/dev/tty"
1548100275.562:434581270,25434,"/usr/bin/sudo",close,"/dev/tty"
1548100275.562:434581274,25434,"/usr/bin/sudo",close,"/etc/nsswitch.conf"
1548100275.562:434581277,25434,"/usr/bin/sudo",close,"/etc/ld.so.cache"
1548100275.562:434581280,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libnss_compat.so.2"
1548100275.562:434581284,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libnsl.so.1"
1548100275.562:434581287,25434,"/usr/bin/sudo",close,"/etc/ld.so.cache"
1548100275.562:434581290,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libnss_nis.so.2"
1548100275.562:434581294,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libnss_files.so.2"
1548100275.562:434581296,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.562:434581299,25434,"/usr/bin/sudo",close,"/proc/sys/kernel/ngroups_max"
1548100275.562:434581302,25434,"/usr/bin/sudo",close,"/proc/25434/stat"
1548100275.562:434581303,25434,"/usr/bin/sudo",close,"/proc/25434/stat"
1548100275.562:434581306,25434,"/usr/bin/sudo",close,"/usr/lib/sudo/sudoers.so"
1548100275.566:434581310,25434,"/usr/bin/sudo",close,"/etc/ld.so.cache"
1548100275.566:434581313,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/libpam.so.0"
1548100275.566:434581318,25434,"/usr/bin/sudo",close,"/etc/default/nss"
1548100275.566:434581323,25434,"/usr/bin/sudo",close,"/usr/share/locale/locale.alias"
1548100275.566:434581337,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.566:434581338,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.566:434581339,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.566:434581341,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.566:434581345,25434,"/usr/bin/sudo",close,"/etc/nsswitch.conf"
1548100275.566:434581351,25434,"/usr/bin/sudo",close,"/etc/sudoers.d"
1548100275.566:434581357,25434,"/usr/bin/sudo",close,"/etc/sudoers.d/README"
1548100275.566:434581359,25434,"/usr/bin/sudo",close,"/etc/sudoers.d/README"
1548100275.566:434581360,25434,"/usr/bin/sudo",close,"/etc/sudoers.d/README"
1548100275.566:434581364,25434,"/usr/bin/sudo",close,"/etc/host.conf"
1548100275.566:434581368,25434,"/usr/bin/sudo",close,"/etc/resolv.conf"
1548100275.566:434581372,25434,"/usr/bin/sudo",close,"/etc/hosts"
1548100275.566:434581377,25434,"/usr/bin/sudo",close,"/lib/x86_64-linux-gnu/security/pam_env.so"
1548100275.566:434581396,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-auth"
1548100275.566:434581400,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-account"
1548100275.570:434581407,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-session-noninteractive"
1548100275.570:434581409,25434,"/usr/bin/sudo",close,"/etc/pam.d/sudo"
1548100275.570:434581415,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-auth"
1548100275.570:434581419,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-account"
1548100275.570:434581426,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-password"
1548100275.570:434581443,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-session"
1548100275.570:434581445,25434,"/usr/bin/sudo",close,"/etc/pam.d/other"
1548100275.570:434581447,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581450,25434,"/usr/bin/sudo",close,"/proc/sys/kernel/ngroups_max"
1548100275.570:434581452,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581454,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581456,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581458,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581459,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581460,25434,"/usr/bin/sudo",close,"/etc/sudoers"
1548100275.570:434581463,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581465,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581474,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581475,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581476,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.570:434581478,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581481,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.570:434581485,25434,"/usr/bin/sudo",close,"/etc/security/pam_env.conf"
1548100275.570:434581489,25434,"/usr/bin/sudo",close,"/etc/environment"
1548100275.574:434581493,25434,"/usr/bin/sudo",close,"/etc/security/pam_env.conf"
1548100275.574:434581497,25434,"/usr/bin/sudo",close,"/etc/default/locale"
1548100275.574:434581501,25434,"/usr/bin/sudo",close,"/etc/login.defs"
1548100275.574:434581505,25434,"/usr/bin/sudo",close,"/etc/login.defs"
1548100275.574:434581507,25434,"/usr/bin/sudo",close,"/etc/passwd"
1548100275.574:434581512,25434,"/usr/bin/sudo",close,"/etc/login.defs"
1548100275.574:434581518,25434,"/usr/bin/sudo",close,"/var/run/utmp"
1548100275.574:434581520,25434,"/usr/bin/sudo",close,"/etc/pam.d/common-session"
1548100275.574:434581522,25434,"/usr/bin/sudo",close,"/etc/group"
1548100275.574:434581530,25435,"/usr/bin/sudo",close,"/proc/self/fd"
1548100275.574:434581534,25435,"/bin/systemctl",close,"/etc/ld.so.cache"
1548100275.574:434581537,25435,"/bin/systemctl",close,"/lib/x86_64-linux-gnu/libselinux.so.1"
1548100275.574:434581540,25435,"/bin/systemctl",close,"/lib/x86_64-linux-gnu/librt.so.1"
1548100275.574:434581543,25435,"/bin/systemctl",close,"/lib/x86_64-linux-gnu/liblzma.so.5"
1548100275.574:434581546,25435,"/bin/systemctl",close,"/lib/x86_64-linux-gnu/libgcrypt.so.20"
